id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
10483,Japan,Data Analyst,Computer Vision,Entry,1,51189,3583,PhD,Telecom,Small,3,2023,Onsite,37.4,3.49,27,52.28233033781196,0.341,74,0.67,91.12,12,77.22,14.7,14,81,16,66,45,90,44,4,1.9,77
10487,Germany,Data Analyst,NLP,Lead,12,82788,15327,Bootcamp,Education,Large,5,2020,Hybrid,42.5,3.78,32,78.34849032156612,0.035,92,5.28,97.3,14,86.11,28.3,13,22,84,85,80,66,71,92,1.38,81
10495,Brazil,Data Analyst,MLOps,Entry,1,28000,3717,Bachelor,Automotive,Enterprise,5,2022,Hybrid,41.8,3.93,19,62.4981540988908,0.358,70,5.12,71.29,13,72.38,14.2,29,5,97,68,64,87,21,26,1.1,70
10499,USA,Data Analyst,Analytics,Lead,16,126621,10623,PhD,Gaming,Enterprise,3,2026,Remote,53.4,3.44,12,46.6618950052968,0.13,60,4.29,49.67,13,63.13,13.7,24,84,26,83,51,54,33,51,1.01,72
10503,Netherlands,Data Analyst,NLP,Entry,0,50981,6909,Master,Healthcare,Startup,6,2024,Remote,37.7,4.67,25,46.54986939965252,0.425,53,8.55,64.46,5,59.56,31.0,30,46,95,53,61,87,43,64,1.55,65
10506,Brazil,Data Analyst,Reinforcement Learning,Mid,5,36468,3806,Bootcamp,Energy,Startup,2,2022,Remote,45.3,3.85,34,63.39683259018615,0.231,72,7.42,87.74,5,76.16,21.6,10,59,91,64,58,62,46,35,2.37,58
10507,Brazil,Data Analyst,Analytics,Mid,5,31076,3107,Master,Tech,Startup,7,2021,Hybrid,38.7,3.47,21,59.61503993650024,0.222,63,9.08,59.39,4,75.99,27.1,19,77,70,63,68,69,49,33,0.85,70
10510,Brazil,Data Analyst,LLM,Mid,3,28636,5920,Diploma,Healthcare,Small,4,2025,Remote,40.0,3.31,29,42.65037661373684,0.126,93,7.38,79.56,5,74.53,28.0,30,24,36,89,78,82,17,91,0.94,68
10522,Canada,Data Analyst,Computer Vision,Entry,1,60618,12603,Bachelor,Automotive,Small,3,2021,Remote,51.5,3.2,2,28.302064253853292,0.378,86,6.31,60.24,13,86.24,37.9,28,16,93,68,67,45,18,65,0.66,62
10524,Canada,Data Analyst,LLM,Entry,1,52986,2844,Diploma,Telecom,Medium,7,2024,Hybrid,45.2,3.85,25,46.552852013471735,0.416,61,5.83,92.25,7,84.57,41.6,27,53,95,59,50,65,23,20,1.64,60
10531,France,Data Analyst,Generative AI,Mid,2,45437,6697,Bachelor,Education,Medium,7,2025,Onsite,50.8,3.77,14,32.65176804357091,0.128,96,6.71,74.09,4,68.2,31.7,14,69,93,79,85,45,29,79,1.65,59
10542,Australia,Data Analyst,MLOps,Mid,2,64305,8644,Master,Retail,Medium,6,2022,Hybrid,39.0,4.74,17,79.5245420308066,0.173,70,0.22,50.21,7,75.5,21.9,16,72,80,65,47,83,33,32,1.15,67
10577,Brazil,Data Analyst,Analytics,Senior,11,41247,7148,PhD,Finance,Medium,7,2020,Hybrid,53.3,4.12,15,42.51457585359196,0.098,66,2.85,95.16,3,91.5,23.4,20,92,12,82,42,57,26,23,1.93,58
10579,Japan,Data Analyst,MLOps,Entry,1,44800,8920,Bootcamp,Telecom,Startup,6,2021,Hybrid,38.6,4.71,15,27.094851629279116,0.407,90,2.94,59.48,14,78.49,39.0,19,93,59,48,56,75,41,52,0.61,64
10585,Germany,Data Analyst,NLP,Senior,11,82046,13526,Bootcamp,Tech,Startup,5,2020,Onsite,37.7,3.9,11,56.80277763138373,0.041,82,3.87,69.78,12,79.5,39.2,22,77,17,75,73,72,51,82,1.55,79
10602,France,Data Analyst,Generative AI,Entry,0,44893,8825,Master,Consulting,Small,3,2023,Onsite,49.5,3.27,1,27.009749685517928,0.263,46,5.91,54.68,12,64.69,26.0,11,14,37,76,45,72,17,42,1.7,70
10604,USA,Data Analyst,Analytics,Lead,17,177085,22355,Diploma,Tech,Startup,7,2021,Onsite,52.2,4.45,22,75.0274970185439,0.069,97,0.48,63.34,14,82.33,37.6,18,25,98,77,41,50,72,30,1.87,75
10616,Netherlands,Data Analyst,Analytics,Entry,0,37627,7017,Bachelor,Healthcare,Enterprise,2,2025,Onsite,49.6,4.44,11,19.54731848032751,0.403,77,1.6,99.85,13,69.54,22.3,15,70,36,65,51,64,62,62,1.07,56
10620,France,Data Analyst,MLOps,Senior,11,97367,16269,Bachelor,Consulting,Medium,7,2021,Hybrid,36.5,4.04,6,52.21893197720782,0.035,59,0.52,55.98,9,81.82,19.2,25,32,70,88,40,86,29,38,2.44,68
10629,Netherlands,Data Analyst,Analytics,Senior,9,86158,4435,Master,Healthcare,Small,5,2025,Hybrid,52.7,4.53,12,62.38590050177706,0.185,66,9.44,79.24,5,70.83,26.0,10,59,26,78,69,53,63,56,1.64,69
10633,France,Data Analyst,Forecasting,Senior,8,85841,14774,Diploma,Gaming,Medium,7,2023,Hybrid,50.8,3.58,34,69.25763477338378,0.108,69,4.95,71.5,3,81.38,20.3,30,10,82,83,61,59,19,9,0.93,70
10634,Australia,Data Analyst,Reinforcement Learning,Entry,0,42881,8598,PhD,Energy,Small,4,2024,Onsite,45.9,3.8,24,52.86896730629799,0.363,90,7.29,98.07,4,79.7,28.0,17,40,31,63,74,70,30,15,1.11,71
10640,Singapore,Data Analyst,Reinforcement Learning,Mid,3,53306,10535,Bachelor,Tech,Medium,4,2020,Onsite,50.0,4.15,1,59.88730600382768,0.213,30,9.27,68.91,10,87.74,27.8,11,39,19,80,41,65,24,19,1.73,65
10644,Japan,Data Analyst,NLP,Mid,4,63632,10702,Bootcamp,Tech,Small,7,2021,Remote,53.5,3.64,9,27.206945353926866,0.186,55,7.09,65.13,9,73.64,15.1,26,16,35,79,53,55,17,5,1.83,63
10647,USA,Data Analyst,Forecasting,Mid,3,86236,14959,PhD,Consulting,Large,4,2026,Hybrid,44.5,4.65,24,67.50246379286243,0.1,70,1.13,69.45,10,87.7,35.1,21,93,19,79,38,76,12,64,1.49,67
10656,Japan,Data Analyst,Forecasting,Senior,9,67102,11549,PhD,Gaming,Medium,6,2023,Hybrid,54.9,4.47,8,59.17758946687663,0.06,88,0.52,66.21,4,66.26,15.5,26,61,85,89,49,57,22,78,1.43,72
10670,Australia,Data Analyst,NLP,Entry,0,41241,4603,Bachelor,Healthcare,Startup,2,2024,Onsite,53.6,4.34,10,32.850982678805146,0.398,73,1.08,62.46,9,82.93,32.4,28,31,74,59,46,47,39,86,1.85,57
10673,Brazil,Data Analyst,NLP,Entry,0,28000,2018,Bachelor,Automotive,Large,5,2026,Remote,43.8,3.79,12,78.7472491806831,0.364,93,1.25,73.21,10,92.04,31.8,19,96,42,61,64,73,44,52,1.87,63
10676,UAE,Data Analyst,Analytics,Lead,15,85147,4682,PhD,Education,Large,4,2024,Remote,36.2,4.58,20,97.10702230174304,0.111,65,8.5,58.37,3,94.15,38.9,30,55,60,84,65,97,33,4,2.1,81
10689,UAE,Data Analyst,Analytics,Mid,5,65531,7635,Master,Gaming,Medium,3,2020,Hybrid,48.6,4.19,6,38.58610557470439,0.186,90,2.19,56.59,9,61.0,17.6,20,35,64,78,65,63,21,46,2.32,67
10692,Netherlands,Data Analyst,MLOps,Senior,10,69564,12336,Diploma,Finance,Startup,4,2025,Hybrid,36.1,3.93,18,60.60650240874483,0.0,54,7.75,55.14,5,57.88,15.0,19,58,29,80,52,76,89,81,1.55,66
10699,Netherlands,Data Analyst,Forecasting,Lead,17,130609,24155,PhD,Telecom,Enterprise,4,2024,Onsite,41.5,4.09,14,53.557644775506944,0.112,72,5.43,45.72,8,86.46,22.5,22,61,16,90,68,89,34,5,1.07,91
10701,Australia,Data Analyst,Analytics,Senior,9,83177,6167,Diploma,Retail,Medium,7,2022,Hybrid,54.9,4.22,16,51.97237638929984,0.186,53,2.4,92.89,7,72.37,32.4,22,29,65,80,40,53,28,85,2.32,65
10718,Canada,Data Analyst,Reinforcement Learning,Senior,9,77530,6386,Bachelor,Telecom,Medium,4,2022,Remote,40.1,3.65,14,31.153119691030422,0.069,69,4.69,79.08,8,59.52,17.4,30,95,18,82,56,84,75,59,1.4,75
10723,Canada,Data Analyst,NLP,Lead,13,116805,23901,Master,Telecom,Enterprise,6,2024,Remote,44.9,4.61,29,60.09130848666337,0.059,81,5.13,46.0,6,88.52,27.8,18,75,88,74,73,72,20,5,1.24,75
10728,Brazil,Data Analyst,Reinforcement Learning,Lead,15,64693,11846,PhD,Energy,Startup,4,2024,Onsite,51.0,3.2,26,53.82434054089384,0.102,69,2.58,48.17,3,61.02,24.1,27,50,80,78,48,45,49,78,1.9,70
10729,UAE,Data Analyst,Analytics,Mid,3,43652,6981,PhD,Telecom,Enterprise,5,2022,Remote,43.8,3.98,24,55.48609111436736,0.171,64,4.51,96.54,7,59.8,17.9,15,6,42,80,47,71,20,30,1.98,65
10731,Japan,Data Analyst,Analytics,Senior,6,58800,11241,PhD,Tech,Medium,2,2022,Onsite,54.7,3.73,33,45.61209737590532,0.037,60,1.83,91.88,3,68.51,35.7,16,87,25,99,43,59,37,25,1.37,72
10734,France,Data Analyst,Analytics,Senior,6,65294,5094,Bootcamp,Telecom,Startup,6,2022,Hybrid,37.9,3.88,9,36.660613688728304,0.041,57,9.33,95.01,6,82.43,14.5,18,41,19,84,68,78,31,55,1.56,64
10742,USA,Data Analyst,Forecasting,Lead,14,128081,12416,Diploma,Education,Large,6,2025,Remote,40.4,3.96,14,32.3382906945526,0.108,71,8.74,54.13,9,90.61,13.6,27,74,93,85,65,80,77,90,1.04,77
10766,Japan,Data Analyst,Computer Vision,Lead,16,119544,25844,PhD,Energy,Small,3,2021,Onsite,44.9,4.36,23,53.84688108885288,0.05,74,2.6,53.16,5,72.08,26.4,12,63,92,87,55,75,44,71,0.67,72
10771,Japan,Data Analyst,Reinforcement Learning,Senior,11,72957,12257,Diploma,Automotive,Enterprise,4,2021,Onsite,49.0,4.41,23,48.45415639430311,0.093,86,0.8,51.39,4,94.11,15.7,27,41,57,75,57,74,23,55,0.68,71
10782,France,Data Analyst,Reinforcement Learning,Lead,14,94304,8105,PhD,Gaming,Startup,2,2020,Hybrid,40.5,3.83,20,26.437282731298183,0.059,76,8.57,94.34,14,79.41,38.1,28,93,50,63,70,68,54,83,1.4,65
10796,USA,Data Analyst,Forecasting,Mid,4,69600,6644,Master,Automotive,Startup,4,2026,Hybrid,38.3,4.4,20,19.14586443143028,0.232,69,4.9,87.86,11,94.02,21.5,14,1,20,63,57,75,53,63,2.18,72
10805,Brazil,Data Analyst,Forecasting,Entry,0,28000,5267,Diploma,Energy,Small,3,2024,Remote,37.0,3.95,22,66.05382338729,0.442,81,3.19,66.02,6,89.44,18.4,17,90,16,68,59,98,36,95,1.31,74
10807,Japan,Data Analyst,LLM,Entry,0,36168,6360,Bachelor,Automotive,Enterprise,4,2020,Remote,41.0,4.7,7,57.80890641969745,0.389,63,5.48,80.01,13,91.94,24.7,30,37,52,77,54,81,26,89,1.83,78
10832,UAE,Data Analyst,Analytics,Senior,9,79981,11462,PhD,Gaming,Enterprise,2,2023,Remote,53.6,3.73,20,77.441176061786,0.116,75,2.43,52.89,13,57.04,15.9,12,6,13,85,56,60,18,56,1.62,71
10835,France,Data Analyst,Generative AI,Mid,3,47578,7425,Bachelor,Finance,Enterprise,4,2020,Remote,40.1,4.33,25,47.17214374950765,0.054,86,3.1,46.74,5,57.54,32.9,19,89,43,86,54,92,64,85,0.55,69
10845,Canada,Data Analyst,Forecasting,Lead,18,138665,8721,Diploma,Tech,Small,6,2024,Onsite,45.6,4.45,15,63.15655424519901,0.158,60,2.78,94.3,8,84.9,34.4,23,15,8,79,50,70,43,23,2.08,82
10847,USA,Data Analyst,Computer Vision,Entry,1,62198,6282,Bootcamp,Consulting,Large,6,2021,Hybrid,43.8,4.23,1,27.57236826657162,0.442,95,0.59,94.78,4,75.14,14.5,17,73,44,51,58,65,61,52,1.59,72
10853,Germany,Data Analyst,Reinforcement Learning,Lead,15,105901,21624,Diploma,Consulting,Medium,6,2020,Hybrid,41.7,4.55,13,59.466453820857424,0.092,65,1.78,96.08,4,70.38,40.5,20,30,53,87,45,80,42,94,2.25,86
10882,Netherlands,Data Analyst,Generative AI,Entry,0,53005,8008,Bachelor,Finance,Small,3,2025,Hybrid,45.7,3.61,17,40.31162199515089,0.344,67,2.21,45.74,12,93.79,27.3,30,98,34,67,45,71,17,35,1.3,75
10895,France,Data Analyst,Reinforcement Learning,Senior,9,64211,4633,PhD,Healthcare,Startup,5,2024,Hybrid,36.5,4.11,17,38.54955909427356,0.126,55,0.63,92.99,6,70.25,14.7,22,60,44,66,27,82,53,69,0.6,71
10896,UK,Data Analyst,Reinforcement Learning,Lead,13,81455,15054,PhD,Energy,Enterprise,5,2021,Onsite,38.6,4.32,22,63.61250075648345,0.003,60,3.03,84.68,9,71.59,24.7,13,94,37,94,48,91,22,7,2.02,80
10901,Australia,Data Analyst,Generative AI,Senior,10,79504,8611,Bachelor,Telecom,Startup,2,2021,Onsite,45.9,3.74,21,52.87809750895832,0.048,76,1.22,49.47,11,88.11,34.8,28,11,58,75,45,62,48,78,0.96,73
10907,USA,Data Analyst,Computer Vision,Entry,1,56214,3746,Bachelor,Gaming,Large,3,2023,Onsite,47.8,3.64,15,63.31850678890557,0.339,62,2.83,53.28,9,65.28,14.3,12,90,72,64,54,72,50,23,0.64,67
10908,France,Data Analyst,MLOps,Lead,17,107872,17414,Bachelor,Telecom,Startup,3,2024,Remote,42.4,3.58,22,45.67746154409883,0.135,83,1.1,69.06,14,60.1,34.4,21,55,9,76,42,66,84,13,0.84,71
10919,USA,Data Analyst,Forecasting,Lead,17,169128,23590,Bootcamp,Telecom,Startup,2,2021,Onsite,53.8,4.76,20,61.829427909677385,0.138,89,3.79,49.73,12,84.18,17.7,19,51,53,76,71,50,53,35,2.11,84
10925,India,Data Analyst,LLM,Mid,3,28000,2052,Master,Education,Small,5,2021,Onsite,44.0,4.79,23,71.82237513871937,0.185,62,7.8,47.2,8,69.95,24.2,16,47,45,90,56,73,14,18,2.33,76
10935,Singapore,Data Analyst,Computer Vision,Entry,1,62040,11921,Master,Consulting,Large,5,2024,Onsite,46.3,3.85,12,79.69614792773659,0.424,86,6.44,82.11,7,71.07,16.3,29,67,16,62,63,76,33,7,2.14,71
10943,India,Data Analyst,Computer Vision,Senior,10,31994,2661,Master,Education,Startup,6,2020,Remote,44.3,4.38,14,42.31168083026388,0.105,100,5.17,85.81,11,56.53,34.5,13,56,2,71,83,64,59,4,0.51,63
10954,Japan,Data Analyst,Reinforcement Learning,Mid,2,55899,8838,Bachelor,Consulting,Medium,5,2023,Remote,41.2,3.38,26,49.3929614589358,0.147,64,3.78,79.11,10,76.44,14.8,12,45,28,81,44,81,23,58,0.94,77
10960,UAE,Data Analyst,Forecasting,Senior,8,82690,13758,Diploma,Finance,Large,3,2022,Hybrid,50.1,3.82,8,56.39100409217652,0.006,77,3.51,60.84,7,73.4,15.4,26,17,11,96,58,66,26,68,1.7,70
10961,Singapore,Data Analyst,Computer Vision,Entry,1,50487,3065,Diploma,Automotive,Small,6,2026,Hybrid,52.6,3.83,4,77.5094154982617,0.385,61,5.11,59.67,5,71.73,20.9,10,55,49,59,54,54,30,14,0.59,69
10963,Netherlands,Data Analyst,Analytics,Mid,3,61056,9635,Bachelor,Automotive,Enterprise,3,2026,Onsite,39.1,4.27,19,30.475725815865623,0.171,67,6.14,54.48,10,65.79,34.2,21,33,58,81,64,90,12,56,2.06,71
10968,Germany,Data Analyst,Computer Vision,Mid,4,70080,6726,Bootcamp,Retail,Medium,5,2024,Hybrid,37.4,4.56,1,62.21800078336389,0.215,75,6.12,55.03,3,58.15,22.0,19,28,45,73,55,87,20,61,2.05,73
10978,Brazil,Data Analyst,Computer Vision,Mid,5,31019,2886,PhD,Telecom,Startup,5,2021,Onsite,46.0,3.21,29,56.44917996821589,0.124,29,1.44,75.42,14,60.86,38.8,28,38,88,66,25,62,34,44,0.92,67
11016,Netherlands,Data Analyst,Forecasting,Senior,9,93048,10685,Bachelor,Finance,Startup,7,2026,Onsite,38.8,4.73,10,69.50994426600438,0.08,79,8.47,45.48,7,92.57,32.5,11,83,87,81,77,77,72,77,0.58,75
11019,Netherlands,Data Analyst,Forecasting,Mid,5,65313,11003,Bootcamp,Automotive,Small,5,2025,Onsite,39.1,3.31,21,72.60072407701011,0.155,82,8.64,69.63,14,59.52,36.3,13,86,50,89,70,88,58,30,1.84,72
11021,Canada,Data Analyst,Reinforcement Learning,Entry,0,40312,3750,Diploma,Telecom,Medium,2,2022,Onsite,37.3,4.22,7,28.051655136123998,0.329,86,1.07,83.07,12,90.97,17.5,17,84,8,74,49,84,47,69,0.96,71
11043,Netherlands,Data Analyst,Analytics,Lead,15,126333,14399,Bootcamp,Automotive,Startup,2,2026,Hybrid,42.1,4.3,9,60.65758136486064,0.146,82,2.71,48.09,11,74.52,20.4,29,29,93,74,64,75,73,65,0.74,75
11044,Germany,Data Analyst,Forecasting,Mid,4,67444,5910,Master,Automotive,Enterprise,5,2023,Hybrid,55.0,3.22,18,65.51124975877642,0.239,52,9.41,93.35,11,91.31,31.5,15,86,17,72,57,60,12,87,0.67,66
11046,India,Data Analyst,Computer Vision,Mid,5,29285,5443,Master,Gaming,Enterprise,7,2025,Onsite,42.8,4.74,1,69.59940944439354,0.151,60,7.97,94.32,7,89.81,39.8,19,81,3,77,49,81,33,14,2.18,78
11054,France,Data Analyst,MLOps,Entry,1,52462,5707,Bootcamp,Telecom,Large,3,2020,Onsite,41.1,4.48,7,88.6452007184759,0.556,66,7.45,70.37,8,91.54,12.1,15,10,41,58,60,84,12,45,1.35,67
11070,Germany,Data Analyst,Reinforcement Learning,Senior,6,65757,4614,Master,Retail,Startup,2,2022,Hybrid,49.8,3.45,22,50.29964781661796,0.112,63,0.68,49.39,5,63.02,29.5,28,31,51,65,28,62,46,83,1.63,64
11078,Canada,Data Analyst,NLP,Lead,19,147238,24113,Bachelor,Tech,Small,3,2020,Onsite,49.9,3.89,5,42.777648619717,0.039,75,7.94,57.43,7,88.43,32.5,30,72,24,88,67,67,76,11,0.76,81
11087,Singapore,Data Analyst,Computer Vision,Mid,4,77799,6315,Master,Telecom,Large,5,2023,Hybrid,44.2,4.13,25,42.91704304483516,0.187,61,1.25,51.87,4,74.12,21.7,22,84,46,72,50,65,29,91,2.28,74
11088,India,Data Analyst,Computer Vision,Mid,4,28000,1480,Diploma,Tech,Small,6,2020,Onsite,50.1,3.84,14,62.6988996346488,0.014,63,7.82,66.35,6,59.07,24.1,18,44,46,79,55,76,38,51,1.89,68
11091,Japan,Data Analyst,NLP,Lead,19,120337,14812,Diploma,Finance,Enterprise,5,2026,Remote,44.6,4.54,18,52.07944034525911,0.151,88,3.52,82.85,6,86.99,13.2,17,87,62,72,71,73,33,77,0.78,80
11094,Singapore,Data Analyst,Reinforcement Learning,Senior,7,79258,10865,Master,Tech,Small,5,2025,Onsite,54.9,4.54,19,60.74881498892344,0.087,73,6.23,81.62,3,76.15,14.0,25,57,97,79,68,38,36,19,2.16,62
11095,Australia,Data Analyst,Analytics,Lead,15,121749,7010,Bootcamp,Retail,Large,3,2020,Onsite,49.3,3.49,15,56.56554238104532,0.062,66,3.21,73.95,6,72.32,40.0,25,82,87,86,51,69,35,41,1.45,84
11101,Japan,Data Analyst,LLM,Senior,11,99731,14487,Bachelor,Tech,Medium,4,2024,Onsite,48.4,3.72,18,76.8037339963083,0.036,71,3.45,90.8,5,77.97,40.9,15,24,51,80,49,73,42,84,1.51,75
11119,France,Data Analyst,LLM,Entry,1,45926,8109,Master,Energy,Startup,3,2023,Remote,45.0,4.51,21,53.467517351472495,0.425,74,6.17,80.73,10,92.45,33.1,19,86,31,57,79,56,34,29,1.56,67
11125,Japan,Data Analyst,MLOps,Entry,0,37294,4876,Bootcamp,Tech,Startup,7,2022,Hybrid,53.6,4.1,18,51.90498279234995,0.385,62,6.73,94.58,7,55.06,19.3,20,88,93,56,63,41,50,19,0.51,52
11136,France,Data Analyst,NLP,Entry,1,41018,3494,Master,Tech,Small,3,2024,Remote,47.1,4.25,18,53.52541037385242,0.354,71,7.06,78.26,7,88.7,39.6,20,25,26,60,60,83,21,65,2.4,62
11154,Japan,Data Analyst,NLP,Lead,19,136101,24860,PhD,Retail,Startup,6,2020,Onsite,50.8,4.59,23,30.92383577056199,0.0,61,5.39,57.78,9,59.61,24.7,26,29,100,78,50,52,71,29,2.45,71
11159,Singapore,Data Analyst,Analytics,Lead,18,141424,28679,Bachelor,Retail,Large,4,2023,Hybrid,50.9,4.44,16,45.7803973087474,0.085,56,2.61,49.13,5,75.14,14.6,23,12,82,77,34,62,36,67,1.88,76
11161,Australia,Data Analyst,Computer Vision,Senior,7,92158,17243,Diploma,Telecom,Enterprise,6,2021,Remote,50.6,3.72,10,87.49417467848674,0.133,89,8.79,82.28,14,67.67,14.9,29,77,39,79,73,62,25,8,1.28,72
11163,Netherlands,Data Analyst,MLOps,Mid,3,66884,5694,Bachelor,Retail,Large,2,2023,Onsite,46.6,3.67,14,52.190255198518905,0.145,54,5.85,95.75,6,91.16,16.6,24,71,49,82,49,61,28,64,0.74,68
11164,USA,Data Analyst,Analytics,Mid,3,63973,8913,Diploma,Healthcare,Large,7,2022,Remote,43.3,4.39,16,37.645834020666896,0.242,63,4.87,87.8,4,89.75,36.0,15,57,39,73,53,76,18,3,1.21,68
11166,India,Data Analyst,Forecasting,Senior,7,28000,3251,Diploma,Telecom,Enterprise,7,2024,Hybrid,45.6,4.5,29,25.48048744024262,0.048,77,2.31,70.98,4,81.87,34.8,13,39,26,85,53,76,36,58,2.27,69
11172,Netherlands,Data Analyst,Generative AI,Senior,11,73660,15198,Bachelor,Tech,Enterprise,3,2025,Remote,54.4,3.4,17,51.3206064832737,0.136,68,6.03,80.03,10,56.23,30.9,19,60,85,91,57,65,14,25,1.71,62
11174,India,Data Analyst,NLP,Lead,15,48722,6459,Master,Automotive,Startup,5,2026,Hybrid,51.6,3.55,16,64.13236711152877,0.072,64,3.78,58.95,6,62.88,30.1,21,82,17,83,48,63,98,74,2.17,68
11175,Japan,Data Analyst,Generative AI,Lead,17,126628,21603,Bootcamp,Gaming,Medium,7,2025,Hybrid,37.8,4.64,34,28.138775619504763,0.082,77,2.26,45.67,11,94.23,20.0,28,36,24,92,47,82,35,40,1.85,77
11177,France,Data Analyst,Reinforcement Learning,Senior,6,61409,4520,Master,Finance,Large,4,2026,Remote,45.7,4.79,16,35.83597624796618,0.072,77,1.1,67.89,4,65.51,28.9,27,68,25,84,47,70,20,55,2.15,68
11191,Japan,Data Analyst,Reinforcement Learning,Mid,4,65484,13798,Master,Automotive,Enterprise,3,2023,Onsite,37.1,3.3,11,52.06502444123575,0.147,64,5.96,56.83,3,66.15,19.9,23,3,68,80,53,96,37,1,2.27,76
11193,Canada,Data Analyst,LLM,Lead,17,144102,21647,Bachelor,Finance,Startup,7,2023,Hybrid,45.4,4.22,24,65.38586051854111,0.086,85,5.22,76.39,4,91.84,23.3,19,80,74,83,53,66,98,80,1.73,75
11195,Canada,Data Analyst,Computer Vision,Lead,14,128664,23471,PhD,Consulting,Enterprise,2,2022,Onsite,51.6,4.74,32,51.03745144988646,0.109,46,1.34,66.96,6,64.01,32.4,15,16,37,84,29,73,44,27,2.47,74
11201,UAE,Data Analyst,Forecasting,Entry,1,42962,6212,Bootcamp,Retail,Medium,4,2023,Onsite,50.9,3.51,12,59.25756003999884,0.404,72,8.6,48.97,8,93.17,31.9,13,28,83,64,72,61,46,12,2.4,69
11220,Canada,Data Analyst,Analytics,Senior,11,106103,20570,Bootcamp,Finance,Startup,7,2025,Remote,50.6,4.34,8,56.69577974622815,0.177,80,6.75,48.22,7,88.84,21.5,14,91,14,74,70,49,60,21,1.61,62
11246,UK,Data Analyst,LLM,Lead,17,131928,9994,Diploma,Automotive,Startup,3,2024,Hybrid,47.8,3.65,37,53.69524641659349,0.0,82,8.39,93.72,9,85.75,14.5,29,94,2,74,82,55,71,35,2.27,69
11250,UAE,Data Analyst,Forecasting,Mid,5,70296,13662,Diploma,Finance,Large,4,2025,Remote,36.1,3.96,22,48.86665714822777,0.15,67,1.9,58.27,8,56.91,30.0,24,6,90,88,51,88,52,77,2.45,81
11254,France,Data Analyst,MLOps,Mid,4,64344,6805,Diploma,Tech,Medium,5,2024,Remote,53.7,3.25,15,59.86937390944205,0.153,66,7.98,73.01,6,83.97,12.6,27,58,1,93,67,48,50,56,1.17,62
11296,UAE,Data Analyst,LLM,Entry,1,49528,8828,Bootcamp,Consulting,Medium,3,2021,Remote,45.9,4.26,27,96.5618412374172,0.416,92,4.49,83.97,5,90.54,36.7,23,22,28,66,61,60,31,4,0.62,61
11309,France,Data Analyst,Generative AI,Mid,4,53193,6840,Bootcamp,Healthcare,Enterprise,7,2025,Remote,44.2,4.13,1,46.62095456792053,0.114,73,3.96,69.08,8,69.32,30.2,16,22,83,83,63,73,12,91,2.08,79
11322,UK,Data Analyst,NLP,Lead,18,135579,25591,Bootcamp,Energy,Small,6,2020,Hybrid,51.8,3.76,17,38.97943037088659,0.105,84,7.36,59.27,9,73.45,24.6,10,83,8,92,69,50,36,78,0.89,65
11333,UK,Data Analyst,Reinforcement Learning,Senior,10,80703,9536,Master,Telecom,Startup,7,2022,Hybrid,44.4,4.55,6,62.38823676248101,0.103,91,9.14,51.05,3,62.61,28.7,13,36,9,63,93,67,53,5,2.45,59
11337,Brazil,Data Analyst,Analytics,Entry,0,28000,4666,Diploma,Tech,Small,3,2024,Onsite,39.7,4.32,23,31.87609504485557,0.297,56,4.63,98.55,11,81.1,16.6,22,96,37,73,48,74,21,30,0.73,76
11348,Australia,Data Analyst,NLP,Lead,16,115740,12728,PhD,Telecom,Small,5,2023,Hybrid,51.3,3.51,35,48.73438276109021,0.115,49,9.23,49.16,4,80.83,23.5,28,65,68,82,52,60,43,33,0.6,75
11356,USA,Data Analyst,LLM,Senior,11,119911,24770,Bachelor,Education,Medium,7,2022,Remote,52.4,4.61,18,55.265768896881696,0.0,76,4.2,72.06,7,77.72,21.6,24,75,19,84,56,49,38,58,1.21,73
11357,Germany,Data Analyst,Generative AI,Senior,10,77488,9933,Master,Consulting,Large,3,2026,Remote,48.1,3.63,24,78.0341769462324,0.116,66,3.91,58.03,13,88.57,18.0,12,51,9,86,62,68,17,36,0.62,71
11359,India,Data Analyst,Computer Vision,Mid,5,28000,5118,Diploma,Healthcare,Medium,3,2026,Remote,36.2,3.66,19,86.83644450336679,0.158,74,5.9,93.38,13,71.01,39.7,17,54,47,83,60,88,18,96,1.12,63
11366,Brazil,Data Analyst,MLOps,Entry,0,28000,5574,Master,Education,Startup,7,2022,Hybrid,45.8,3.29,29,29.733813149636703,0.393,63,2.43,57.79,7,88.28,20.9,15,78,36,49,39,59,26,100,0.96,61
11370,Japan,Data Analyst,Analytics,Lead,15,112234,21600,Diploma,Gaming,Medium,4,2025,Onsite,52.1,4.0,7,47.49353727019733,0.076,68,7.91,85.79,10,59.87,13.8,20,64,62,81,65,60,72,53,1.16,78
11378,Singapore,Data Analyst,Forecasting,Entry,0,45700,3273,PhD,Education,Medium,5,2024,Onsite,50.0,3.89,22,52.17454547685518,0.276,72,5.59,73.19,10,74.8,30.2,26,86,97,65,58,66,42,44,0.73,60
